Fecha ,Tasa ,IPC
18/05/2009,2252.80,71.39
19/05/2009,2255.22,71.39
20/05/2009,2221.27,71.39
21/05/2009,2196.21,71.39
22/05/2009,2206.60,71.39
23/05/2009,2201.44,71.39
24/05/2009,2201.44,71.39
25/05/2009,2201.44,71.39
26/05/2009,2201.44,71.39
27/05/2009,2213.89,71.39
28/05/2009,2208.89,71.39
29/05/2009,2190.45,71.39
30/05/2009,2140.66,71.39
31/05/2009,2140.66,71.39
1/06/2009,2140.66,71.35
2/06/2009,2109.42,71.35
3/06/2009,2077.02,71.35
4/06/2009,2073.55,71.35
5/06/2009,2072.00,71.35
6/06/2009,2063.10,71.35
7/06/2009,2063.10,71.35
8/06/2009,2063.10,71.35
9/06/2009,2091.10,71.35
10/06/2009,2060.18,71.35
11/06/2009,2042.19,71.35
12/06/2009,2026.17,71.35
13/06/2009,2015.40,71.35
14/06/2009,2015.40,71.35
15/06/2009,2015.40,71.35
16/06/2009,2015.40,71.35
17/06/2009,2014.91,71.35
18/06/2009,2071.29,71.35
19/06/2009,2074.72,71.35
20/06/2009,2108.20,71.35
21/06/2009,2108.20,71.35
22/06/2009,2108.20,71.35
23/06/2009,2108.20,71.35
24/06/2009,2165.00,71.35
25/06/2009,2158.72,71.35
26/06/2009,2188.50,71.35
27/06/2009,2158.67,71.35
28/06/2009,2158.67,71.35
29/06/2009,2158.67,71.35
30/06/2009,2158.67,71.35
1/07/2009,2145.21,71.32
2/07/2009,2111.71,71.32
3/07/2009,2096.23,71.32
4/07/2009,2086.36,71.32
5/07/2009,2086.36,71.32
6/07/2009,2086.36,71.32
7/07/2009,2109.08,71.32
8/07/2009,2090.35,71.32
9/07/2009,2108.20,71.32
10/07/2009,2105.36,71.32
11/07/2009,2116.99,71.32
12/07/2009,2116.99,71.32
13/07/2009,2116.99,71.32
14/07/2009,2085.74,71.32
15/07/2009,2054.19,71.32
16/07/2009,2018.93,71.32
17/07/2009,2025.71,71.32
18/07/2009,2006.82,71.32
19/07/2009,2006.82,71.32
20/07/2009,2006.82,71.32
21/07/2009,2006.82,71.32
22/07/2009,1986.35,71.32
23/07/2009,1975.05,71.32
24/07/2009,1953.12,71.32
25/07/2009,1970.11,71.32
26/07/2009,1970.11,71.32
27/07/2009,1970.11,71.32
28/07/2009,1982.43,71.32
29/07/2009,2013.82,71.32
30/07/2009,2073.92,71.32
31/07/2009,2043.37,71.32
1/08/2009,2040.95,71.35
2/08/2009,2040.95,71.35
3/08/2009,2040.95,71.35
4/08/2009,2008.96,71.35
5/08/2009,1992.98,71.35
6/08/2009,1987.84,71.35
7/08/2009,1997.01,71.35
8/08/2009,1997.01,71.35
9/08/2009,1997.01,71.35
10/08/2009,1997.01,71.35
11/08/2009,2022.56,71.35
12/08/2009,2050.45,71.35
13/08/2009,2026.45,71.35
14/08/2009,1999.98,71.35
15/08/2009,2016.09,71.35
16/08/2009,2016.09,71.35
17/08/2009,2016.09,71.35
18/08/2009,2016.09,71.35
19/08/2009,2037.10,71.35
20/08/2009,2041.91,71.35
21/08/2009,2012.67,71.35
22/08/2009,1997.31,71.35
23/08/2009,1997.31,71.35
24/08/2009,1997.31,71.35
25/08/2009,1997.44,71.35
26/08/2009,2007.20,71.35
27/08/2009,2044.79,71.35
28/08/2009,2043.65,71.35
29/08/2009,2035.00,71.35
30/08/2009,2035.00,71.35
31/08/2009,2035.00,71.35
1/09/2009,2057.81,71.28
2/09/2009,2068.96,71.28
3/09/2009,2065.73,71.28
4/09/2009,2029.75,71.28
5/09/2009,2018.72,71.28
6/09/2009,2018.72,71.28
7/09/2009,2018.72,71.28
8/09/2009,2018.72,71.28
9/09/2009,1994.44,71.28
10/09/2009,1998.17,71.28
11/09/2009,2008.95,71.28
12/09/2009,1985.38,71.28
13/09/2009,1985.38,71.28
14/09/2009,1985.38,71.28
15/09/2009,1998.99,71.28
16/09/2009,1986.86,71.28
17/09/2009,1960.76,71.28
18/09/2009,1962.60,71.28
19/09/2009,1951.38,71.28
20/09/2009,1951.38,71.28
21/09/2009,1951.38,71.28
22/09/2009,1950.77,71.28
23/09/2009,1914.47,71.28
24/09/2009,1911.66,71.28
25/09/2009,1922.50,71.28
26/09/2009,1926.59,71.28
27/09/2009,1926.59,71.28
28/09/2009,1926.59,71.28
29/09/2009,1921.64,71.28
30/09/2009,1922.00,71.28
1/10/2009,1925.49,71.18
2/10/2009,1918.87,71.18
3/10/2009,1919.75,71.18
4/10/2009,1919.75,71.18
5/10/2009,1919.75,71.18
6/10/2009,1925.57,71.18
7/10/2009,1906.59,71.18
8/10/2009,1897.31,71.18
9/10/2009,1870.96,71.18
10/10/2009,1857.21,71.18
11/10/2009,1857.21,71.18
12/10/2009,1857.21,71.18
13/10/2009,1857.21,71.18
14/10/2009,1825.68,71.18
15/10/2009,1830.38,71.18
16/10/2009,1838.26,71.18
17/10/2009,1843.81,71.18
18/10/2009,1843.81,71.18
19/10/2009,1843.81,71.18
20/10/2009,1858.40,71.18
21/10/2009,1913.98,71.18
22/10/2009,1910.04,71.18
23/10/2009,1914.89,71.18
24/10/2009,1924.35,71.18
25/10/2009,1924.35,71.18
26/10/2009,1924.35,71.18
27/10/2009,1932.81,71.18
28/10/2009,1977.26,71.18
29/10/2009,2006.18,71.18
30/10/2009,2004.37,71.18
31/10/2009,1993.80,71.18
1/11/2009,1993.80,71.14
2/11/2009,1993.80,71.14
3/11/2009,1993.80,71.14
4/11/2009,2008.72,71.14
5/11/2009,1963.70,71.14
6/11/2009,1958.24,71.14
7/11/2009,1981.61,71.14
8/11/2009,1981.61,71.14
9/11/2009,1981.61,71.14
10/11/2009,1968.45,71.14
11/11/2009,1969.52,71.14
12/11/2009,1969.52,71.14
13/11/2009,1976.89,71.14
14/11/2009,1971.27,71.14
15/11/2009,1971.27,71.14
16/11/2009,1971.27,71.14
17/11/2009,1971.27,71.14
18/11/2009,1966.22,71.14
19/11/2009,1953.45,71.14
20/11/2009,1962.33,71.14
21/11/2009,1974.47,71.14
22/11/2009,1974.47,71.14
23/11/2009,1974.47,71.14
24/11/2009,1964.92,71.14
25/11/2009,1969.01,71.14
26/11/2009,1974.14,71.14
27/11/2009,1974.14,71.14
28/11/2009,1997.47,71.14
29/11/2009,1997.47,71.14
30/11/2009,1997.47,71.14
1/12/2009,1998.45,71.20
2/12/2009,1990.29,71.20
3/12/2009,1990.80,71.20
4/12/2009,1989.94,71.20
5/12/2009,2003.94,71.20
6/12/2009,2003.94,71.20
7/12/2009,2003.94,71.20
8/12/2009,2009.45,71.20
9/12/2009,2009.45,71.20
10/12/2009,2016.73,71.20
11/12/2009,2016.17,71.20
12/12/2009,2000.54,71.20
13/12/2009,2000.54,71.20
14/12/2009,2000.54,71.20
15/12/2009,1992.10,71.20
16/12/2009,2001.86,71.20
17/12/2009,2005.09,71.20
18/12/2009,2015.74,71.20
19/12/2009,2025.85,71.20
20/12/2009,2025.85,71.20
21/12/2009,2025.85,71.20
22/12/2009,2030.17,71.20
23/12/2009,2054.10,71.20
24/12/2009,2045.07,71.20
25/12/2009,2043.41,71.20
26/12/2009,2043.41,71.20
27/12/2009,2043.41,71.20
28/12/2009,2043.41,71.20
29/12/2009,2037.92,71.20
30/12/2009,2046.20,71.20
31/12/2009,2044.23,71.20
1/01/2010,2044.23,71.68
2/01/2010,2044.23,71.68
3/01/2010,2044.23,71.68
4/01/2010,2044.23,71.68
5/01/2010,2021.21,71.68
6/01/2010,1992.78,71.68
7/01/2010,1971.32,71.68
8/01/2010,1969.08,71.68
9/01/2010,1968.24,71.68
10/01/2010,1968.24,71.68
11/01/2010,1968.24,71.68
12/01/2010,1968.24,71.68
13/01/2010,1959.43,71.68
14/01/2010,1965.81,71.68
15/01/2010,1974.13,71.68
16/01/2010,1967.40,71.68
17/01/2010,1967.40,71.68
18/01/2010,1967.40,71.68
19/01/2010,1967.40,71.68
20/01/2010,1957.82,71.68
21/01/2010,1964.18,71.68
22/01/2010,1967.08,71.68
23/01/2010,1981.96,71.68
24/01/2010,1981.96,71.68
25/01/2010,1981.96,71.68
26/01/2010,1961.97,71.68
27/01/2010,1972.22,71.68
28/01/2010,1988.05,71.68
29/01/2010,1991.21,71.68
30/01/2010,1982.29,71.68
31/01/2010,1982.29,71.68
1/02/2010,1982.29,72.28
2/02/2010,1972.60,72.28
3/02/2010,1959.93,72.28
4/02/2010,1966.02,72.28
5/02/2010,1984.16,72.28
6/02/2010,1997.13,72.28
7/02/2010,1997.13,72.28
8/02/2010,1997.13,72.28
9/02/2010,2003.76,72.28
10/02/2010,1981.40,72.28
11/02/2010,1965.03,72.28
12/02/2010,1943.60,72.28
13/02/2010,1936.90,72.28
14/02/2010,1936.90,72.28
15/02/2010,1936.90,72.28
16/02/2010,1936.90,72.28
17/02/2010,1925.79,72.28
18/02/2010,1928.79,72.28
19/02/2010,1930.94,72.28
20/02/2010,1928.86,72.28
21/02/2010,1928.86,72.28
22/02/2010,1928.86,72.28
23/02/2010,1914.87,72.28
24/02/2010,1924.75,72.28
25/02/2010,1932.15,72.28
26/02/2010,1941.98,72.28
27/02/2010,1932.32,72.28
28/02/2010,1932.32,72.28
1/03/2010,1932.32,72.46
2/03/2010,1913.86,72.46
3/03/2010,1895.86,72.46
4/03/2010,1916.41,72.46
5/03/2010,1928.33,72.46
6/03/2010,1902.31,72.46
7/03/2010,1902.31,72.46
8/03/2010,1902.31,72.46
9/03/2010,1894.44,72.46
10/03/2010,1894.30,72.46
11/03/2010,1888.05,72.46
12/03/2010,1894.79,72.46
13/03/2010,1892.99,72.46
14/03/2010,1892.99,72.46
15/03/2010,1892.99,72.46
16/03/2010,1899.75,72.46
17/03/2010,1896.15,72.46
18/03/2010,1893.42,72.46
19/03/2010,1900.55,72.46
20/03/2010,1907.06,72.46
21/03/2010,1907.06,72.46
22/03/2010,1907.06,72.46
23/03/2010,1907.06,72.46
24/03/2010,1907.06,72.46
25/03/2010,1923.41,72.46
26/03/2010,1922.91,72.46
27/03/2010,1933.40,72.46
28/03/2010,1933.40,72.46
29/03/2010,1933.40,72.46
30/03/2010,1934.21,72.46
31/03/2010,1928.59,72.46
1/04/2010,1921.88,72.79
2/04/2010,1921.88,72.79
3/04/2010,1921.88,72.79
4/04/2010,1921.88,72.79
5/04/2010,1921.88,72.79
6/04/2010,1911.78,72.79
7/04/2010,1911.07,72.79
8/04/2010,1920.53,72.79
9/04/2010,1931.91,72.79
10/04/2010,1921.32,72.79
11/04/2010,1921.32,72.79
12/04/2010,1921.32,72.79
13/04/2010,1926.16,72.79
14/04/2010,1936.22,72.79
15/04/2010,1938.24,72.79
16/04/2010,1943.83,72.79
17/04/2010,1942.21,72.79
18/04/2010,1942.21,72.79
19/04/2010,1942.21,72.79
20/04/2010,1951.04,72.79
21/04/2010,1947.69,72.79
22/04/2010,1948.47,72.79
23/04/2010,1955.84,72.79
24/04/2010,1950.89,72.79
25/04/2010,1950.89,72.79
26/04/2010,1950.89,72.79
27/04/2010,1943.41,72.79
28/04/2010,1961.82,72.79
29/04/2010,1973.05,72.79
30/04/2010,1969.75,72.79
1/05/2010,1950.44,72.87
2/05/2010,1950.44,72.87
3/05/2010,1950.44,72.87
4/05/2010,1973.42,72.87
5/05/2010,1988.47,72.87
6/05/2010,2003.37,72.87
7/05/2010,2010.13,72.87
8/05/2010,2029.54,72.87
9/05/2010,2029.54,72.87
10/05/2010,2029.54,72.87
11/05/2010,1988.32,72.87
12/05/2010,1980.50,72.87
13/05/2010,1966.36,72.87
14/05/2010,1959.62,72.87
15/05/2010,1968.10,72.87
16/05/2010,1968.10,72.87
17/05/2010,1968.10,72.87
18/05/2010,1968.10,72.87
19/05/2010,1976.46,72.87
20/05/2010,1997.09,72.87
21/05/2010,2017.68,72.87
22/05/2010,1998.42,72.87
23/05/2010,1998.42,72.87
24/05/2010,1998.42,72.87
25/05/2010,1975.01,72.87
26/05/2010,1989.51,72.87
27/05/2010,1976.40,72.87
28/05/2010,1966.80,72.87
29/05/2010,1971.55,72.87
30/05/2010,1971.55,72.87
31/05/2010,1971.55,72.87
1/06/2010,1971.55,72.95
2/06/2010,1971.45,72.95
3/06/2010,1963.36,72.95
4/06/2010,1961.47,72.95
5/06/2010,1965.83,72.95
6/06/2010,1965.83,72.95
7/06/2010,1965.83,72.95
8/06/2010,1965.83,72.95
9/06/2010,1960.50,72.95
10/06/2010,1943.41,72.95
11/06/2010,1928.83,72.95
12/06/2010,1925.35,72.95
13/06/2010,1925.35,72.95
14/06/2010,1925.35,72.95
15/06/2010,1925.35,72.95
16/06/2010,1917.82,72.95
17/06/2010,1912.29,72.95
18/06/2010,1902.78,72.95
19/06/2010,1906.61,72.95
20/06/2010,1906.61,72.95
21/06/2010,1906.61,72.95
22/06/2010,1889.51,72.95
23/06/2010,1886.05,72.95
24/06/2010,1895.75,72.95
25/06/2010,1896.87,72.95
26/06/2010,1900.36,72.95
27/06/2010,1900.36,72.95
28/06/2010,1900.36,72.95
29/06/2010,1901.65,72.95
30/06/2010,1916.46,72.95
1/07/2010,1913.15,72.92
2/07/2010,1897.33,72.92
3/07/2010,1884.31,72.92
4/07/2010,1884.31,72.92
5/07/2010,1884.31,72.92
6/07/2010,1884.31,72.92
7/07/2010,1882.47,72.92
8/07/2010,1901.38,72.92
9/07/2010,1889.61,72.92
10/07/2010,1877.66,72.92
11/07/2010,1877.66,72.92
12/07/2010,1877.66,72.92
13/07/2010,1877.20,72.92
14/07/2010,1871.19,72.92
15/07/2010,1873.87,72.92
16/07/2010,1871.96,72.92
17/07/2010,1878.77,72.92
18/07/2010,1878.77,72.92
19/07/2010,1878.77,72.92
20/07/2010,1872.92,72.92
21/07/2010,1872.92,72.92
22/07/2010,1867.07,72.92
23/07/2010,1864.04,72.92
24/07/2010,1867.47,72.92
25/07/2010,1867.47,72.92
26/07/2010,1867.47,72.92
27/07/2010,1859.50,72.92
28/07/2010,1852.83,72.92
29/07/2010,1846.23,72.92
30/07/2010,1841.35,72.92
31/07/2010,1842.79,72.92
1/08/2010,1842.79,73.00
2/08/2010,1842.79,73.00
3/08/2010,1832.45,73.00
4/08/2010,1834.58,73.00
5/08/2010,1824.52,73.00
6/08/2010,1818.50,73.00
7/08/2010,1815.46,73.00
8/08/2010,1815.46,73.00
9/08/2010,1815.46,73.00
10/08/2010,1808.93,73.00
11/08/2010,1810.12,73.00
12/08/2010,1807.55,73.00
13/08/2010,1812.20,73.00
14/08/2010,1835.32,73.00
15/08/2010,1835.32,73.00
16/08/2010,1835.32,73.00
17/08/2010,1835.32,73.00
18/08/2010,1810.75,73.00
19/08/2010,1808.14,73.00
20/08/2010,1819.13,73.00
21/08/2010,1820.93,73.00
22/08/2010,1820.93,73.00
23/08/2010,1820.93,73.00
24/08/2010,1806.93,73.00
25/08/2010,1818.86,73.00
26/08/2010,1820.29,73.00
27/08/2010,1811.46,73.00
28/08/2010,1817.68,73.00
29/08/2010,1817.68,73.00
30/08/2010,1817.68,73.00
31/08/2010,1823.74,73.00
1/09/2010,1826.31,72.90
2/09/2010,1815.09,72.90
3/09/2010,1810.65,72.90
4/09/2010,1807.73,72.90
5/09/2010,1807.73,72.90
6/09/2010,1807.73,72.90
7/09/2010,1807.73,72.90
8/09/2010,1808.65,72.90
9/09/2010,1803.00,72.90
10/09/2010,1802.54,72.90
11/09/2010,1801.04,72.90
12/09/2010,1801.04,72.90
13/09/2010,1801.04,72.90
14/09/2010,1793.28,72.90
15/09/2010,1788.05,72.90
16/09/2010,1806.78,72.90
17/09/2010,1811.55,72.90
18/09/2010,1806.76,72.90
19/09/2010,1806.76,72.90
20/09/2010,1806.76,72.90
21/09/2010,1798.73,72.90
22/09/2010,1805.31,72.90
23/09/2010,1803.71,72.90
24/09/2010,1810.72,72.90
25/09/2010,1809.46,72.90
26/09/2010,1809.46,72.90
27/09/2010,1809.46,72.90
28/09/2010,1802.15,72.90
29/09/2010,1804.06,72.90
30/09/2010,1799.89,72.90
1/10/2010,1801.01,72.84
2/10/2010,1795.93,72.84
3/10/2010,1795.93,72.84
4/10/2010,1795.93,72.84
5/10/2010,1802.09,72.84
6/10/2010,1802.43,72.84
7/10/2010,1796.29,72.84
8/10/2010,1786.20,72.84
9/10/2010,1786.37,72.84
10/10/2010,1786.37,72.84
11/10/2010,1786.37,72.84
12/10/2010,1786.37,72.84
13/10/2010,1786.77,72.84
14/10/2010,1791.56,72.84
15/10/2010,1801.20,72.84
16/10/2010,1807.88,72.84
17/10/2010,1807.88,72.84
18/10/2010,1807.88,72.84
19/10/2010,1807.88,72.84
20/10/2010,1817.45,72.84
21/10/2010,1812.60,72.84
22/10/2010,1816.28,72.84
23/10/2010,1823.05,72.84
24/10/2010,1823.05,72.84
25/10/2010,1823.05,72.84
26/10/2010,1830.96,72.84
27/10/2010,1838.45,72.84
28/10/2010,1846.41,72.84
29/10/2010,1839.90,72.84
30/10/2010,1831.64,72.84
31/10/2010,1831.64,72.84
1/11/2010,1831.64,72.98
2/11/2010,1831.64,72.98
3/11/2010,1845.51,72.98
4/11/2010,1840.51,72.98
5/11/2010,1821.05,72.98
6/11/2010,1817.70,72.98
7/11/2010,1817.70,72.98
8/11/2010,1817.70,72.98
9/11/2010,1828.28,72.98
10/11/2010,1836.27,72.98
11/11/2010,1858.01,72.98
12/11/2010,1858.01,72.98
13/11/2010,1861.74,72.98
14/11/2010,1861.74,72.98
15/11/2010,1861.74,72.98
16/11/2010,1861.74,72.98
17/11/2010,1880.98,72.98
18/11/2010,1875.78,72.98
19/11/2010,1865.82,72.98
20/11/2010,1875.39,72.98
21/11/2010,1875.39,72.98
22/11/2010,1875.39,72.98
23/11/2010,1882.00,72.98
24/11/2010,1892.84,72.98
25/11/2010,1889.11,72.98
26/11/2010,1889.11,72.98
27/11/2010,1906.69,72.98
28/11/2010,1906.69,72.98
29/11/2010,1906.69,72.98
30/11/2010,1916.96,72.98
1/12/2010,1932.63,73.45
2/12/2010,1933.58,73.45
3/12/2010,1920.00,73.45
4/12/2010,1896.73,73.45
5/12/2010,1896.73,73.45
6/12/2010,1896.73,73.45
7/12/2010,1889.75,73.45
8/12/2010,1880.82,73.45
9/12/2010,1880.82,73.45
10/12/2010,1902.72,73.45
11/12/2010,1911.87,73.45
12/12/2010,1911.87,73.45
13/12/2010,1911.87,73.45
14/12/2010,1894.12,73.45
15/12/2010,1899.89,73.45
16/12/2010,1905.84,73.45
17/12/2010,1916.09,73.45
18/12/2010,1923.13,73.45
19/12/2010,1923.13,73.45
20/12/2010,1923.13,73.45
21/12/2010,1928.71,73.45
22/12/2010,1934.96,73.45
23/12/2010,1934.44,73.45
24/12/2010,1928.33,73.45
25/12/2010,1939.54,73.45
26/12/2010,1939.54,73.45
27/12/2010,1939.54,73.45
28/12/2010,1964.57,73.45
29/12/2010,2027.33,73.45
30/12/2010,1989.88,73.45
31/12/2010,1913.98,73.45
1/01/2011,1913.98,74.12
2/01/2011,1913.98,74.12
3/01/2011,1913.98,74.12
4/01/2011,1902.71,74.12
5/01/2011,1899.86,74.12
6/01/2011,1894.82,74.12
7/01/2011,1869.94,74.12
8/01/2011,1859.97,74.12
9/01/2011,1859.97,74.12
10/01/2011,1859.97,74.12
11/01/2011,1859.97,74.12
12/01/2011,1856.79,74.12
13/01/2011,1855.46,74.12
14/01/2011,1864.36,74.12
15/01/2011,1872.46,74.12
16/01/2011,1872.46,74.12
17/01/2011,1872.46,74.12
18/01/2011,1872.46,74.12
19/01/2011,1864.64,74.12
20/01/2011,1841.90,74.12
21/01/2011,1849.59,74.12
22/01/2011,1838.94,74.12
23/01/2011,1838.94,74.12
24/01/2011,1838.94,74.12
25/01/2011,1842.43,74.12
26/01/2011,1853.71,74.12
27/01/2011,1862.05,74.12
28/01/2011,1858.70,74.12
29/01/2011,1857.98,74.12
30/01/2011,1857.98,74.12
31/01/2011,1857.98,74.12
1/02/2011,1867.82,74.57
2/02/2011,1853.33,74.57
3/02/2011,1852.67,74.57
4/02/2011,1863.03,74.57
5/02/2011,1872.01,74.57
6/02/2011,1872.01,74.57
7/02/2011,1872.01,74.57
8/02/2011,1871.81,74.57
9/02/2011,1875.32,74.57
10/02/2011,1891.54,74.57
11/02/2011,1889.10,74.57
12/02/2011,1880.37,74.57
13/02/2011,1880.37,74.57
14/02/2011,1880.37,74.57
15/02/2011,1891.84,74.57
16/02/2011,1902.01,74.57
17/02/2011,1907.69,74.57
18/02/2011,1893.46,74.57
19/02/2011,1879.15,74.57
20/02/2011,1879.15,74.57
21/02/2011,1879.15,74.57
22/02/2011,1879.15,74.57
23/02/2011,1889.69,74.57
24/02/2011,1898.28,74.57
25/02/2011,1898.39,74.57
26/02/2011,1895.56,74.57
27/02/2011,1895.56,74.57
28/02/2011,1895.56,74.57
1/03/2011,1907.37,74.77
2/03/2011,1913.21,74.77
3/03/2011,1916.05,74.77
4/03/2011,1904.73,74.77
5/03/2011,1890.23,74.77
6/03/2011,1890.23,74.77
7/03/2011,1890.23,74.77
8/03/2011,1893.17,74.77
9/03/2011,1889.85,74.77
10/03/2011,1879.49,74.77
11/03/2011,1871.97,74.77
12/03/2011,1866.20,74.77
13/03/2011,1866.20,74.77
14/03/2011,1866.20,74.77
15/03/2011,1876.29,74.77
16/03/2011,1887.67,74.77
17/03/2011,1892.62,74.77
18/03/2011,1876.78,74.77
19/03/2011,1874.79,74.77
20/03/2011,1874.79,74.77
21/03/2011,1874.79,74.77
22/03/2011,1874.79,74.77
23/03/2011,1866.34,74.77
24/03/2011,1867.74,74.77
25/03/2011,1865.11,74.77
26/03/2011,1871.37,74.77
27/03/2011,1871.37,74.77
28/03/2011,1871.37,74.77
29/03/2011,1877.84,74.77
30/03/2011,1888.00,74.77
31/03/2011,1879.47,74.77
1/04/2011,1870.60,74.86
2/04/2011,1858.95,74.86
3/04/2011,1858.95,74.86
4/04/2011,1858.95,74.86
5/04/2011,1846.78,74.86
6/04/2011,1838.29,74.86
7/04/2011,1826.97,74.86
8/04/2011,1825.09,74.86
9/04/2011,1817.35,74.86
10/04/2011,1817.35,74.86
11/04/2011,1817.35,74.86
12/04/2011,1815.79,74.86
13/04/2011,1818.14,74.86
14/04/2011,1818.91,74.86
15/04/2011,1811.10,74.86
16/04/2011,1800.63,74.86
17/04/2011,1800.63,74.86
18/04/2011,1800.63,74.86
19/04/2011,1799.79,74.86
20/04/2011,1790.54,74.86
21/04/2011,1782.59,74.86
22/04/2011,1782.59,74.86
23/04/2011,1782.59,74.86
24/04/2011,1782.59,74.86
25/04/2011,1782.59,74.86
26/04/2011,1781.56,74.86
27/04/2011,1787.88,74.86
28/04/2011,1784.11,74.86
29/04/2011,1767.54,74.86
30/04/2011,1768.19,74.86
1/05/2011,1768.19,75.07
2/05/2011,1768.19,75.07
3/05/2011,1768.37,75.07
4/05/2011,1767.05,75.07
5/05/2011,1763.45,75.07
6/05/2011,1769.46,75.07
7/05/2011,1763.12,75.07
8/05/2011,1763.12,75.07
9/05/2011,1763.12,75.07
10/05/2011,1779.70,75.07
11/05/2011,1791.72,75.07
12/05/2011,1798.66,75.07
13/05/2011,1807.86,75.07
14/05/2011,1805.37,75.07
15/05/2011,1805.37,75.07
16/05/2011,1805.37,75.07
17/05/2011,1814.98,75.07
18/05/2011,1826.03,75.07
19/05/2011,1824.62,75.07
20/05/2011,1814.99,75.07
21/05/2011,1819.86,75.07
22/05/2011,1819.86,75.07
23/05/2011,1819.86,75.07
24/05/2011,1828.12,75.07
25/05/2011,1828.64,75.07
26/05/2011,1831.58,75.07
27/05/2011,1829.75,75.07
28/05/2011,1817.34,75.07
29/05/2011,1817.34,75.07
30/05/2011,1817.34,75.07
31/05/2011,1817.34,75.07
1/06/2011,1797.83,75.31
2/06/2011,1789.41,75.31
3/06/2011,1784.12,75.31
4/06/2011,1785.05,75.31
5/06/2011,1785.05,75.31
6/06/2011,1785.05,75.31
7/06/2011,1785.05,75.31
8/06/2011,1770.13,75.31
9/06/2011,1769.83,75.31
10/06/2011,1772.59,75.31
11/06/2011,1774.94,75.31
12/06/2011,1774.94,75.31
13/06/2011,1774.94,75.31
14/06/2011,1777.64,75.31
15/06/2011,1774.24,75.31
16/06/2011,1781.40,75.31
17/06/2011,1793.92,75.31
18/06/2011,1787.80,75.31
19/06/2011,1787.80,75.31
20/06/2011,1787.80,75.31
21/06/2011,1789.47,75.31
22/06/2011,1780.48,75.31
23/06/2011,1779.10,75.31
24/06/2011,1788.11,75.31
25/06/2011,1787.80,75.31
26/06/2011,1787.80,75.31
27/06/2011,1787.80,75.31
28/06/2011,1787.80,75.31
29/06/2011,1786.73,75.31
30/06/2011,1780.16,75.31
1/07/2011,1772.32,75.42
2/07/2011,1762.59,75.42
3/07/2011,1762.59,75.42
4/07/2011,1762.59,75.42
5/07/2011,1762.59,75.42
6/07/2011,1766.57,75.42
7/07/2011,1767.47,75.42
8/07/2011,1759.38,75.42
9/07/2011,1759.41,75.42
10/07/2011,1759.41,75.42
11/07/2011,1759.41,75.42
12/07/2011,1768.42,75.42
13/07/2011,1765.32,75.42
14/07/2011,1758.25,75.42
15/07/2011,1748.41,75.42
16/07/2011,1750.90,75.42
17/07/2011,1750.90,75.42
18/07/2011,1750.90,75.42
19/07/2011,1758.99,75.42
20/07/2011,1757.49,75.42
21/07/2011,1757.49,75.42
22/07/2011,1756.38,75.42
23/07/2011,1757.35,75.42
24/07/2011,1757.35,75.42
25/07/2011,1757.35,75.42
26/07/2011,1768.02,75.42
27/07/2011,1759.88,75.42
28/07/2011,1764.89,75.42
29/07/2011,1771.15,75.42
30/07/2011,1777.82,75.42
31/07/2011,1777.82,75.42
1/08/2011,1777.82,75.39
2/08/2011,1771.81,75.39
3/08/2011,1765.53,75.39
4/08/2011,1772.52,75.39
5/08/2011,1781.33,75.39
6/08/2011,1792.68,75.39
7/08/2011,1792.68,75.39
8/08/2011,1792.68,75.39
9/08/2011,1811.18,75.39
10/08/2011,1811.68,75.39
11/08/2011,1800.97,75.39
12/08/2011,1793.47,75.39
13/08/2011,1783.35,75.39
14/08/2011,1783.35,75.39
15/08/2011,1783.35,75.39
16/08/2011,1783.35,75.39
17/08/2011,1776.66,75.39
18/08/2011,1767.29,75.39
19/08/2011,1775.84,75.39
20/08/2011,1779.05,75.39
21/08/2011,1779.05,75.39
22/08/2011,1779.05,75.39
23/08/2011,1779.86,75.39
24/08/2011,1781.91,75.39
25/08/2011,1791.61,75.39
26/08/2011,1791.05,75.39
27/08/2011,1794.02,75.39
28/08/2011,1794.02,75.39
29/08/2011,1794.02,75.39
30/08/2011,1787.52,75.39
31/08/2011,1783.66,75.39
1/09/2011,1780.26,75.62
2/09/2011,1778.51,75.62
3/09/2011,1782.80,75.62
4/09/2011,1782.80,75.62
5/09/2011,1782.80,75.62
6/09/2011,1782.80,75.62
7/09/2011,1791.89,75.62
8/09/2011,1789.30,75.62
9/09/2011,1789.90,75.62
10/09/2011,1796.58,75.62
11/09/2011,1796.58,75.62
12/09/2011,1796.58,75.62
13/09/2011,1811.34,75.62
14/09/2011,1813.42,75.62
15/09/2011,1824.15,75.62
16/09/2011,1822.04,75.62
17/09/2011,1820.29,75.62
18/09/2011,1820.29,75.62
19/09/2011,1820.29,75.62
20/09/2011,1843.26,75.62
21/09/2011,1854.96,75.62
22/09/2011,1882.23,75.62
23/09/2011,1915.63,75.62
24/09/2011,1902.45,75.62
25/09/2011,1902.45,75.62
26/09/2011,1902.45,75.62
27/09/2011,1903.31,75.62
28/09/2011,1887.38,75.62
29/09/2011,1907.75,75.62
30/09/2011,1915.10,75.62
1/10/2011,1929.01,75.77
2/10/2011,1929.01,75.77
3/10/2011,1929.01,75.77
4/10/2011,1943.80,75.77
5/10/2011,1972.76,75.77
6/10/2011,1967.56,75.77
7/10/2011,1952.09,75.77
8/10/2011,1931.64,75.77
